F_UserName,User_nIdx,F_Comment,Comment_nIdx
喵星驻球办发言人,888,  都说这玩意抄袭林克？[思考],2688
CCMISSUUU,389,为什么要抄袭,2689
沛县这个老六,2786,？你自己抄抄,2690
水无抈流歌,2421,ps4:他们给的钱实在是太多了,2691
任豚的爹,2335,任豚是在ns玩王者荣耀玩傻了？,2692
水无抈流歌,2421,[费解][费解],2693
兔兔谈谈,2169, ,2694
阿圆圆崽,2557,  眼熟不,2695
thvhg2019,2748,"tx水军快去taptap,光明大作龙族蓝月5.8分了，怎么能比黑暗还低呢？水军不行啊[笑cry]",2696
thvhg2019,2748,NT,2697
喵诗人nya,1906,  快来管管他们，抄袭塞尔达,2698
leroy2222222222,2747,建议看一下我微博 揭露米卫兵丑恶嘴角 ,2699
猎杀米卫兵马,2741,小号被米卫兵举报了 建议看这个号熬,2700
你m死了65686,2744,害 原来米卫兵 是喜欢偷图的口嗨党 什么臭鱼烂虾 给爷 爬,2701
咕咕咕19315,2740,各位记住这个  的米卫兵 嗷 跟爷对线被我喷怕了然后不敢说话 爷换小号喷了几句这崽种又自闭了 哈哈 他说自己玩了塞尔达传说 鬼泣345都通关 AC全系列 我寻思口嗨谁不会呀 搞半天原来是吹牛呢 害 合着米卫兵是知乎大手子  崽种又把爷拉黑了 抗压能力这么差呀 是不是被我戳到痛处气急败坏,2702
你m死了65686,2744,无脑嘴臭和亲妈你居然选择了前者,2703
咕咕咕19315,2740,跟你说点话吧 又跟家里人死了一样 哎呦不是玩过很多游戏？ 好多卡带哦 叫你拿出来给爷 看一下从来不正面回答 口嗨就有那么好玩吗米卫兵,2704
咕咕咕19315,2740,我寻思你咋还不拿出证据呢？ 还在这无脑嘴臭 有用吗？ 口嗨好玩不,2705
pa1n101,2738,米卫兵日常:奉上一张steam的塞尔达传说 配文 本人塞尔达传说老玩家 我不认为原神是抄袭的[太开心] 米卫兵们 米忽悠的妈和你妈都很想你  哈哈我骗你的啦 米忽悠没有妈你也没有妈,2706
Rmbaci,1250,我宣布米卫兵们没有妈,2707
哈维嘎嘎,1750,抄的真棒[大拇指]，我叼你妈的真就四神兽也直接搬呗,2708
开辟之星3,981,原神不是耻辱，你这种带节奏的才是耻辱，你倒是给我粗制滥造一个啊，某大厂新出的《龙族幻想》和《拉吉尔》什么水平你心里没点数，给《原神》提鞋配吗？,2709
连哄带蒙不要脸,332,感谢，米哈游，让我在手机上玩到了塞尔达如此优秀的作品，我希望你们可以再接再厉，让我可以在手机上玩到任天堂大乱斗，谢谢,2710
巧克力-1771,585,奖品想要ns和塞尔达，能考虑一下需求吗？,2711
我酱的西,625,  如果今天不发声，可能明天抄到自己头上了，这个世界需要更多的英雄,2712
小羊戈登,2285,真的恶心啊 我每天都要来骂一句 本来崩三确实还行吧 算是国产游戏不错的 当然我也不知道崩三有没有借鉴了哈 但是你碰瓷抄袭赛尔达 让你的粉丝说出那种话 我真的觉得你很恶心 希望你知道羞耻怎么写吧,2713
某堡颜值担当,1975,我是因为玩贝姐2没中文，去看攻略视频从弹幕ky才知道崩3的[太开心],2714
厨余残渣,2387,无所谓，我要玩就是了。那么多魂like游戏都没挨骂，偏偏像塞尔达就要挨骂，网络舆论还真是不好把握。不管怎么样，这游戏抄没抄都没关系，只要它好玩我就支持。我喜欢塞尔达，我也希望能做出像塞尔达那样的游戏，如果他们做到了，那挺牛逼的。,2715
Allanpoe黑猫,2097,他们抄的是塞尔达，那就不可能不好玩懂吧？但是这不是他们自己的心血和实力，记住这点,2716
很休闲的玩家,1416,盐与避难所，魂like，跟黑魂一样不? 这玩意 不出十秒 我就看出来跟塞尔达一样了兄弟。,2717
烟花飞渡似水流年61558,1626,很明显，米哈游动到大佬的蛋糕了。。。还有晚上人的脑子真的是一个人长大的,2718
烟花飞渡似水流年61558,1626,因为网络巨婴的脑子已经被水军完全带这跑了,2719
ok啦桑不啦批泡,2240,没人喷他原神玩法抄袭，大家喷的都是pv抄袭，建模抄袭，剧情抄袭，他这也不叫抄袭，他这叫硬搬,2720
QWDFRE,1323,他们不是做到了 他们是抄到了,2721
凉尽初夏h,2486,抄就能好玩？怎么不见tx，we之类等等能拿出崩三这样的游戏呢，更别说比崩三质量还高的原神呢,2722
厨余残渣,2387,其实我觉得这画面更像碧蓝幻想,2723
迈克sssss,2049,不要说了，我就是米卫兵，你一群人在那里叫个屁，我抄你妈呢，你做的出来吗？别走程序了，理念不和，直接开喷，请在我下方留言[馋嘴][馋嘴][馋嘴][馋嘴][馋嘴],2724
廷廷且重开66,527,钩直饵咸，下一个,2725
身无长物你懂的,2729,老哥你太惨了，送ma都没人要，让我笑会,2726
身无长物你懂的,2729,都挺好的,2727
大风车小火轮,1079,整合一下目前米哈游水军的几个模版：1.你们不玩我们玩，到时候别真香/挤服务器（迷之自信式） 2.抄不抄关我屁事，我就要玩，有本事告去啊（二流子逻辑式）3.塞尔达什么东西？听都没听过（井底之蛙式）4.国产游戏起步难，好玩最重要（毒鸡汤式）5.国内不就这样么？人类不就这样么etc.（自作聪明式）,2728
克鲁希斯,280,你的国家的手游大厂公司要是天天出10连ssr抽卡回合游戏 相信我 你也会很期待这个破游戏的 兄嘚[喵喵],2729
大风车小火轮,1079,举个胶圈的例子，当年国内的盗版大班龙桃子在日本那边也有很多人叫好。无下限拥护假货的人是不分国籍的，版权意识是从立法和司法实践中体现出来的，消费者只能严于律己。,2730
SilvermoonO_o,1054,想想你们当初怎么喷次元守望的？次元守望抄了就被喷，米忽悠自己抄就找一万个理由？这还怪人说你们米卫兵？,2731
SilvermoonO_o,1054,好的好的米卫兵啥都是事实，原神牛逼,2732
SilvermoonO_o,1054,看见比肩塞尔达就没什么可说的了，你开心就好,2733
花南-,1735,它只要能抄到精髓，那它就一定能火，不为别的，因为塞尔达实在是太优秀了，因为我喜欢塞尔达，所以我一定会喜欢原神，只要不被告倒，那就一定会火起来，类似的例子太多了，人心是冷漠的，没有多少人会为了抄袭而放弃这样一款优秀的游戏，更何况这是在对抄袭已经见怪不怪的中国。,2734
ColdAme_凉雨初霁,1330,不其实我真的不明白 别的不说 我也没玩过塞尔达 就单纯发问 为什么爬墙动作也能说是抄袭。。。。？爬墙动作不都就是那样吗。。？还能爬出花来怎么的。。还是说我单手爬墙还在空中空翻挂墙上才算是我自己的爬墙动作啊。？不能你比我先能爬墙你就说我抄你动作吧。。？认真发问,2735
大风车小火轮,1079,看在你认真的份上。现在分析的文章很多，没有一个喷这游戏的就只抓住动作这个点不放。如果只是人物动作、美术渲染像，那还能忍（崩3的人物动作老生常谈了），而这货，从场景细节、怪物设计到交互系统、游戏UI直接“复制粘贴“，说白了就是个MOD而已。说它碰瓷抄袭都是给面子。,2736
小小傲娇兽,1133,说抄 请律师函警告，没本事请勿喷，不做游戏的人 没资本说抄袭 那么多相似的打斗 特效 玩法 游戏界都默认了,2737
凝泪成觞,2196,游戏动作和画面像就是抄袭?那我活在这个世上，你也在活着，那你们也是不是抄袭我?凡事要带上脑子，你们想说可以去玩你们的塞尔达，这是原神，这里不欢迎你们，欢迎赛狗来喷我，,2738
凝泪成觞,2196,抄袭跟你玩不玩米哈游游戏有关系?抄袭会少你一块肉?还是什么，玩过塞尔达的来喷，没玩过塞尔达也来喷，求求喷子你们带上脑子，怪不得外国人说我们中国人素质不好，就因为你们这脑子不好使的人，还有些人说抄袭我们的信仰，那你们怎办不为了你们的信仰去shi呢，跑到这里喷，人家米哈游招你们了?,2739
奶盖奶糕向前冲,983,建议喷盗版的先去买个塞尔达支持一下正版呗[嘻嘻]云支持可没意思。我买了塞尔达也支持原神嗷[嘻嘻]寻思着比你们那些云支持正版的可要强嗷,2740
纸杯020,2547,塞尔达，奥德赛，ns，ps3，ps4有资格喷吗？,2741
身无长物你懂的,2729,我有赛尔达也有奥德赛还有尼尔现在我可以骂了吧。抄袭死妈,2742
你怎么可以吃猪肉,2452,还抄了尼尔谢谢,2743
SilvermoonO_o,1054,300+小时可以直接开始吗,2744
喵诗人nya,1906,你玩塞尔达不能证明他抄袭就是对的,2745
YOLO在远方,2716,抱歉，你现在用的微博也是抄袭的，帮我和你妈道别,2746
奶盖奶糕向前冲,983,有啊，买了门票的随便喷。没买游戏的没资格嗷[偷笑],2747
奶盖奶糕向前冲,983,骂呗。买了游戏的人想怎么骂怎么骂。寻思着云玩家哪来的资格喊支持正版[哈哈],2748
奶盖奶糕向前冲,983,但是199只持续了一会，没赶上，然后直接跳到412，也算是首发吧。,2749
你怎么可以吃猪肉,2452,刚出价格为199谢谢，后面跳的412，这也是se被骂的原因,2750
奶盖奶糕向前冲,983,尼尔我也买了谢谢[嘻嘻]刚出时412买的[嘻嘻],2751
奶盖奶糕向前冲,983,随便喷[doge]只要不是云玩家，有什么意见都是正常的[doge],2752
奶盖奶糕向前冲,983,买了游戏的人随便喷[doge]最烦的就是那些喊着支持正版自己还不去买的云玩家。,2753
奶盖奶糕向前冲,983,？建议你读读小学语文再来理解我说的话是什么意思嗷,2754
君道殇,2449,其实我就想知道流畅运行原神需要什么配置 我家电脑比较完蛋，不知道运行的了不。 跪求大神帮助 [握手],2755
君道殇,2449,中国国情的限制，毕竟才改革开放四十一年,2756
君道殇,2449,而且我现在也越发觉得父母的钱来之不易，对之前偷偷花钱买switch的是也倍感后悔，那时候不懂事，我家虽然不穷但也不富裕。中国人均GDP摆在那里呢，不是所有人都是有钱人家孩子，特别是在中国，我还算好的呢。,2757
君道殇,2449,况且我家的电脑是gt610的破显卡，咨询过了，买个600的gt950就行，600买不了switch 我不想在做那种让我父母失望的事了。现在虽然他们不反对玩玩一些游戏了但是他们说主机游戏是真的耗精力，他作为一个过来人说不想让我沉浸于此，即便我现在已经比较自觉了，可以碰到电脑了，但是还是不允许我玩主机游戏,2758
君道殇,2449,如果不是我的偷偷买的switch被父母收了，我也就不取其次了，不是所有家长都那么善解人意，我们也有自己的苦衷。我知道塞尔达天下第一不是吹来的，很多年前敖厂长也说过这句话，我也想啊，可是我现在只是个学生，没有自己的钱，也不想再给父母添乱了，希望您能理解，谢谢,2759
剪不动了,171,  快看良心公司 让我们可以卖掉switch,2760
亚希露,1852,我头一次看到连音效都抄的傻逼玩意儿 看了直播才发现还抄了尼尔[吐],2761
烛虚cron,2799,同考古，那你在原神超话干啥呢,2762
bo_白色大月亮,2800,22年前来考古[doge],2763
亚希露,1852,之前还犹豫入不入switch 你整这波ok下单,2764
佐尼斯_布莱克,623,你咋不抽奖switch并且送附带dlc的塞尔达传说：荒野之息呢？[嘻嘻],2765
熬屠漫aole,2481,我什么游戏都玩，cf啊，cs啊，神海4啊，鬼泣啊，等等所有平台的pc，ps4，ns，手游这些我都一视同仁，不过大部分都是玩外国游戏，那些大作都能给我不同的震撼和快乐，然后我就在期待啊，什么时候中国，什么时候自己的祖国，能出一个让我自己骄傲的大作，我一直一直，然后原神出来了，一下子就心寒了！,2766
Sunsettttttt,944,我国毕竟人口众多发展程度不均衡，所以粗制滥造的抄袭垃圾也有一堆人捧场，不奢求所有人都有版权意识都能舍得花两千玩旷野之息，只希望每个玩到这款游戏的人终有一天会明白，原神这种东西能端上我国的游戏台面是对每个游戏爱好者莫大的羞辱,2767
鱼古墓,2378,如果可以你先把手柄扔了，当年手柄竞争发展没一个白净的,2768
凉尽初夏h,2486,能玩到原神我刚到很荣幸,2769
Yisanamisuyao_,2621,附议,2770
云夜悠长,2677,woc这都算粗制滥造。。。那某些大厂的换皮游戏岂不是。。。,2771
墨凌GG,910,中国维权网，有举报抄袭功能，慢走不送，提醒一下有法律责任哦,2772
冰晶王子K,1813,这么羞愧怎么不已死明志！,2773
浴沝木08144,1954,笑啦,2774
ok啦桑不啦批泡,2240,问题是这些人潜意识里认为抄袭就是对的,2775
沢--,2003,明白人,2776
香芋西米露加椰奶,2350,这款作品让我为国家游戏行业感到羞愧。,2777
君勿笑775,2273,因为口嗨不用成本，网络正义不用负责,2778
摸鱼队长Arno11,1518,在？讲讲什么叫热情？,2779
摸鱼队长Arno11,1518,为啥不抽ns呢 放心 大家都不知道ns是什么的[二哈],2780
建建森,269,荒野之息+尼尔+怪猎[doge],2781
茜茜的小迷弟一枚,883,你们可以别玩啊 真能bb 到时候又是一波真香,2782
竹墨尘儿,1473,兄弟们，cf和QQ飞车一开始每一张图和道具全和cs与跑跑卡丁车一模一样，可以说是连改也不改，腾讯照样不是活的好好的，而且还爆赚。常态啦，平常心[并不简单],2783
水邪大人,100,马里奥赛车了解一下,2784
冷月ssrm,1976,。。。跑跑卡丁车也是抄的所以。。。哈哈哈哈哈哈哈,2785
Bili-AkiyamaMio,2066,不管是不是抄了，好玩就行管那么多干嘛,2786
旅途_tou,335,说实话，预想到了一大波不动脑跟风的人来喷米忽悠了，但是没想到前面的全是，也不动脑就开喷，呵呵，给人当枪使了都不知道，也许这些人眼里只容的下荒野之息吧，容不得其他优秀的游戏，这种渲染就是二次元的动画渲染，建模就不用说了，熟悉的人物建模风格（三蹦子），喷子们住口吧，给自己留点脸。,2787
HimiSaber,1005,难道就我自己感觉，米忽悠在搞事情吗，米忽悠只发了一个神似塞尔达的宣传pv，然后吸引众多塞尔达玩家口诛笔伐，然后圈子里面差不多都知道了，然后再来某种操作………境泽定律,2788
